Name,Email,Year,Gender,Ethnicity,Major,Courses
Amber Wolf,amberwolf@stanford.edu,2020,female,Black or African American,Civil and Environmental Engineering,"['CEE 162E', 'CEE 165C', 'CEE 166A', 'CEE 176B', 'CEE 265E', 'CEE 281', 'CEE 32B', 'CEE 374D']"
Robert Chase,robertchase@stanford.edu,2020,male,American Indian or Alaskan Native,Chemical Engineering,"['CHEMENG 12SC', 'CHEMENG 174', 'CHEMENG 345', 'CHEMENG 442', 'CHEMENG 470', 'CHEMENG 513', 'CHEMENG 802', 'CHEMENG 80Q']"
Michael Parise,michaelparise@stanford.edu,2021,male,Asian,Management Science and Engineering,"['MS&E 245A', 'MS&E 256A', 'MS&E 260', 'MS&E 263', 'MS&E 318', 'MS&E 351', 'MS&E 371', 'MS&E 408']"
Tiffany Starr,tiffanystarr@stanford.edu,2018,female,American Indian or Alaskan Native,Mechanical Engineering,"['ME 141', 'ME 239', 'ME 250', 'ME 262', 'ME 277', 'ME 281', 'ME 316C', 'ME 369']"
Shelia Demarco,sheliademarco@stanford.edu,2021,female,Asian,Mechanical Engineering,"['ME 141', 'ME 201', 'ME 312', 'ME 368B', 'ME 370B', 'ME 372', 'ME 381', 'ME 451C']"
Steven Go,stevengo@stanford.edu,2018,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 270', 'CS 499', 'CS 96SI', 'CS 106B']"
Ryan Tavira,ryantavira@stanford.edu,2019,male,Black or African American,Management Science and Engineering,"['MS&E 180', 'MS&E 208B', 'MS&E 237', 'MS&E 265', 'MS&E 270', 'MS&E 302', 'MS&E 52', 'MS&E 802']"
Sonya Ward,sonyaward@stanford.edu,2020,female,White,Mechanical Engineering,"['ME 190', 'ME 21', 'ME 311', 'ME 322', 'ME 353', 'ME 359B', 'ME 374', 'ME 410A']"
Willie Tronaas,willietronaas@stanford.edu,2019,male,White,Chemical Engineering,"['CHEMENG 10', 'CHEMENG 100', 'CHEMENG 12SC', 'CHEMENG 130', 'CHEMENG 142', 'CHEMENG 469', 'CHEMENG 505', 'CHEMENG 70Q']"
Merlin Maddox,merlinmaddox@stanford.edu,2018,male,Asian,Bioengineering,"['BIOE 122', 'BIOE 158', 'BIOE 214', 'BIOE 256', 'BIOE 281', 'BIOE 300A', 'BIOE 301A', 'BIOE 370']"
Barbara Evans,barbaraevans@stanford.edu,2021,female,Other,Materials Science and Engineering,"['MATSCI 151', 'MATSCI 162', 'MATSCI 196', 'MATSCI 202', 'MATSCI 299', 'MATSCI 322', 'MATSCI 347', 'MATSCI 83N']"
Frederick Medina,frederickmedina@stanford.edu,2018,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 198', 'CS 206', 'CS 802', 'CS 106B']"
Marcelina Weyandt,marcelinaweyandt@stanford.edu,2018,female,Asian,Bioengineering,"['BIOE 10N', 'BIOE 196', 'BIOE 225', 'BIOE 301D', 'BIOE 393', 'BIOE 459', 'BIOE 80', 'BIOE 802']"
Daniel Bradish,danielbradish@stanford.edu,2020,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 161', 'CS 244C', 'CS 272', 'CS 377E', 'CS 106B', 'CS 107']"
Jonathan Young,jonathanyoung@stanford.edu,2021,male,American Indian or Alaskan Native,Electrical Engineering,"['EE 205', 'EE 222', 'EE 23N', 'EE 300', 'EE 303', 'EE 311', 'EE 356A', 'EE 376A']"
Tracey Potter,traceypotter@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Civil and Environmental Engineering,"['CEE 156', 'CEE 161C', 'CEE 200C', 'CEE 222B', 'CEE 258B', 'CEE 261I', 'CEE 365C', 'CEE 80N']"
Thomas Basey,thomasbasey@stanford.edu,2020,male,White,Bioengineering,"['BIOE 191X', 'BIOE 211', 'BIOE 212', 'BIOE 224', 'BIOE 283', 'BIOE 300C', 'BIOE 301C', 'BIOE 374A']"
Andrea Mckendrick,andreamckendrick@stanford.edu,2019,female,Other,Aeronautics and Astronautics,"['AA 115N', 'AA 201A', 'AA 236C', 'AA 242B', 'AA 248E', 'AA 256', 'AA 272D', 'AA 279C']"
Marion Henry,marionhenry@stanford.edu,2021,female,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 334A', 'CS 390W', 'CS 428', 'CS 82']"
Leo Sanchez,leosanchez@stanford.edu,2019,male,American Indian or Alaskan Native,Management Science and Engineering,"['MS&E 112', 'MS&E 212', 'MS&E 231', 'MS&E 256A', 'MS&E 276', 'MS&E 325', 'MS&E 387', 'MS&E 442']"
Edward Ussery,edwardussery@stanford.edu,2021,male,American Indian or Alaskan Native,Mechanical Engineering,"['ME 191H', 'ME 257', 'ME 335C', 'ME 358', 'ME 373', 'ME 399', 'ME 453B', 'ME 455']"
Joy Greenwood,joygreenwood@stanford.edu,2019,female,Asian,Mechanical Engineering,"['ME 177', 'ME 216C', 'ME 297', 'ME 304', 'ME 310A', 'ME 319', 'ME 368B', 'ME 379']"
Nicholas Mora,nicholasmora@stanford.edu,2018,male,Asian,Aeronautics and Astronautics,"['AA 115N', 'AA 190', 'AA 214A', 'AA 250', 'AA 260', 'AA 279C', 'AA 280', 'AA 284B']"
Jo Steele,josteele@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Materials Science and Engineering,"['MATSCI 158', 'MATSCI 172', 'MATSCI 201', 'MATSCI 208', 'MATSCI 210', 'MATSCI 300', 'MATSCI 801', 'MATSCI 83N']"
Daniel Guerrero,danielguerrero@stanford.edu,2018,male,Native Hawaiian or Pacific Islander,Materials Science and Engineering,"['MATSCI 175', 'MATSCI 203', 'MATSCI 208', 'MATSCI 316', 'MATSCI 320', 'MATSCI 322', 'MATSCI 346', 'MATSCI 802']"
Roger Koehler,rogerkoehler@stanford.edu,2019,male,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 246', 'CS 275B', 'CS 371', 'CS 499P', 'CS 106B', 'CS 107']"
Ralph Lank,ralphlank@stanford.edu,2018,male,Asian,Mechanical Engineering,"['ME 101', 'ME 112', 'ME 204B', 'ME 208', 'ME 219', 'ME 303', 'ME 316B', 'ME 368A']"
Clinton Puterbaugh,clintonputerbaugh@stanford.edu,2018,male,White,Management Science and Engineering,"['MS&E 252', 'MS&E 256', 'MS&E 270', 'MS&E 278', 'MS&E 336', 'MS&E 379', 'MS&E 463', 'MS&E 489']"
Brenda Wilson,brendawilson@stanford.edu,2021,female,White,Aeronautics and Astronautics,"['AA 121Q', 'AA 214C', 'AA 236B', 'AA 240B', 'AA 241B', 'AA 294', 'AA 297', 'AA 301']"
Anna Wuest,annawuest@stanford.edu,2018,female,White,Computer Science,"['CS 103', 'CS 106A', 'CS 161', 'CS 199', 'CS 223A', 'CS 273B', 'CS 349D', 'CS 107']"
Harold Snyder,haroldsnyder@stanford.edu,2021,male,White,Management Science and Engineering,"['MS&E 111X', 'MS&E 181', 'MS&E 235', 'MS&E 263', 'MS&E 267', 'MS&E 297', 'MS&E 389', 'MS&E 448']"
Christopher Atwell,christopheratwell@stanford.edu,2019,male,Other,Electrical Engineering,"['EE 101A', 'EE 107', 'EE 230', 'EE 290C', 'EE 292H', 'EE 293B', 'EE 385A', 'EE 42']"
Mark Rodriguez,markrodriguez@stanford.edu,2020,male,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 193A', 'CS 263', 'CS 269I', 'CS 390W', 'CS 106B']"
Victoria Melancon,victoriamelancon@stanford.edu,2021,female,Black or African American,Management Science and Engineering,"['MS&E 135', 'MS&E 145', 'MS&E 152', 'MS&E 302', 'MS&E 338', 'MS&E 388', 'MS&E 450', 'MS&E 493']"
Susan Applebee,susanapplebee@stanford.edu,2019,female,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 208E', 'CS 402L', 'CS 106B', 'CS 107']"
Candida Schroeder,candidaschroeder@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 22A', 'CS 270', 'CS 359C', 'CS 361', 'CS 106B', 'CS 107']"
Jacob Murray,jacobmurray@stanford.edu,2020,male,White,Bioengineering,"['BIOE 10N', 'BIOE 222', 'BIOE 282', 'BIOE 291', 'BIOE 300C', 'BIOE 313', 'BIOE 390', 'BIOE 484']"
Maria Trinidad,mariatrinidad@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Management Science and Engineering,"['MS&E 140', 'MS&E 271', 'MS&E 293', 'MS&E 381', 'MS&E 408', 'MS&E 446A', 'MS&E 449', 'MS&E 487']"
Maria Brown,mariabrown@stanford.edu,2020,female,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 227B', 'CS 547', 'CS 106B', 'CS 107']"
Richard Shafer,richardshafer@stanford.edu,2021,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 161', 'CS 203', 'CS 243', 'CS 334A', 'CS 106B', 'CS 107']"
Walter Loper,walterloper@stanford.edu,2019,male,White,Materials Science and Engineering,"['MATSCI 162', 'MATSCI 163', 'MATSCI 173', 'MATSCI 174', 'MATSCI 196', 'MATSCI 312', 'MATSCI 331', 'MATSCI 801']"
George Haggard,georgehaggard@stanford.edu,2019,male,Asian,Civil and Environmental Engineering,"['CEE 162A', 'CEE 181', 'CEE 199S', 'CEE 213', 'CEE 242', 'CEE 283', 'CEE 299L', 'CEE 378D']"
Leo Christensen,leochristensen@stanford.edu,2021,male,White,Computer Science,"['CS 103', 'CS 106A', 'CS 147', 'CS 161', 'CS 251', 'CS 390T', 'CS 45N', 'CS 9']"
Leona Strauch,leonastrauch@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Civil and Environmental Engineering,"['CEE 129S', 'CEE 166A', 'CEE 174A', 'CEE 207A', 'CEE 262E', 'CEE 275Q', 'CEE 325', 'CEE 363C']"
Christy Simpson,christysimpson@stanford.edu,2020,female,Other,Electrical Engineering,"['EE 214B', 'EE 247', 'EE 290E', 'EE 303', 'EE 323', 'EE 327', 'EE 368', 'EE 391']"
Jason Bennett,jasonbennett@stanford.edu,2021,male,White,Chemical Engineering,"['CHEMENG 140', 'CHEMENG 196', 'CHEMENG 242', 'CHEMENG 345', 'CHEMENG 420', 'CHEMENG 454', 'CHEMENG 484', 'CHEMENG 516']"
Scott Dowd,scottdowd@stanford.edu,2020,male,White,Chemical Engineering,"['CHEMENG 130', 'CHEMENG 196', 'CHEMENG 242', 'CHEMENG 300', 'CHEMENG 432', 'CHEMENG 466', 'CHEMENG 523', 'CHEMENG 90Q']"
Cassandra Tran,cassandratran@stanford.edu,2019,female,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 239', 'CS 332', 'CS 106B', 'CS 107']"
Joseph Person,josephperson@stanford.edu,2021,male,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 106AJ', 'CS 109', 'CS 161', 'CS 245', 'CS 106B', 'CS 107']"
Michael Bailey,michaelbailey@stanford.edu,2020,male,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 244C', 'CS 294S', 'CS 106B', 'CS 107']"
Ronnie Monteros,ronniemonteros@stanford.edu,2020,male,Other,Materials Science and Engineering,"['MATSCI 145', 'MATSCI 162', 'MATSCI 171', 'MATSCI 172', 'MATSCI 201', 'MATSCI 203', 'MATSCI 209', 'MATSCI 323']"
John Gross,johngross@stanford.edu,2021,female,Black or African American,Mechanical Engineering,"['ME 139', 'ME 140', 'ME 218B', 'ME 299B', 'ME 316A', 'ME 370A', 'ME 405', 'ME 451A']"
Scott Valdes,scottvaldes@stanford.edu,2020,male,Black or African American,Aeronautics and Astronautics,"['AA 100', 'AA 119N', 'AA 121Q', 'AA 241B', 'AA 250', 'AA 251', 'AA 257', 'AA 802']"
Tommy Alcala,tommyalcala@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 359', 'CS 51', 'CS 106B', 'CS 107']"
April Stoner,aprilstoner@stanford.edu,2020,female,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 224S', 'CS 231A', 'CS 255', 'CS 106B', 'CS 107']"
Angela Pardo,angelapardo@stanford.edu,2021,female,American Indian or Alaskan Native,Bioengineering,"['BIOE 196', 'BIOE 212', 'BIOE 335', 'BIOE 361', 'BIOE 372', 'BIOE 376', 'BIOE 454', 'BIOE 485']"
Sarah Carriere,sarahcarriere@stanford.edu,2019,female,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 144', 'CS 161', 'CS 1C', 'CS 390R', 'CS 45N', 'CS 106B']"
Concepcion Patton,concepcionpatton@stanford.edu,2020,female,American Indian or Alaskan Native,Computer Science,"['CS 101', 'CS 103', 'CS 106A', 'CS 161', 'CS 275B', 'CS 294A', 'CS 106B', 'CS 107']"
Tony Gonzalez,tonygonzalez@stanford.edu,2018,male,American Indian or Alaskan Native,Bioengineering,"['BIOE 10N', 'BIOE 224', 'BIOE 261', 'BIOE 300C', 'BIOE 301D', 'BIOE 313', 'BIOE 335', 'BIOE 485']"
Dennis Kinsler,denniskinsler@stanford.edu,2021,male,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 244C', 'CS 319', 'CS 56N', 'CS 7', 'CS 106B', 'CS 107']"
Derek Carter,derekcarter@stanford.edu,2018,male,White,Bioengineering,"['BIOE 191X', 'BIOE 219', 'BIOE 242', 'BIOE 279', 'BIOE 281', 'BIOE 371', 'BIOE 374A', 'BIOE 485']"
Ethel Sansone,ethelsansone@stanford.edu,2020,female,Asian,Management Science and Engineering,"['MS&E 112', 'MS&E 177', 'MS&E 201', 'MS&E 243', 'MS&E 334', 'MS&E 335', 'MS&E 379', 'MS&E 446A']"
Erica Emory,ericaemory@stanford.edu,2020,female,Black or African American,Aeronautics and Astronautics,"['AA 199', 'AA 203', 'AA 236B', 'AA 242A', 'AA 248E', 'AA 284B', 'AA 297', 'AA 300']"
Jason Whitlock,jasonwhitlock@stanford.edu,2021,male,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 106AP', 'CS 109', 'CS 161', 'CS 194W', 'CS 399', 'CS 52']"
Steven Strutz,stevenstrutz@stanford.edu,2019,male,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 106B', 'CS 109', 'CS 161', 'CS 264', 'CS 369H', 'CS 106B']"
Betty Rainwater,bettyrainwater@stanford.edu,2018,female,Asian,Civil and Environmental Engineering,"['CEE 137B', 'CEE 175A', 'CEE 251', 'CEE 255', 'CEE 273D', 'CEE 276G', 'CEE 294', 'CEE 363H']"
Robert Barrington,robertbarrington@stanford.edu,2019,male,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 275', 'CS 294A', 'CS 499', 'CS 106B', 'CS 107']"
Kimberly Christian,kimberlychristian@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 242', 'CS 274', 'CS 379C', 'CS 106B', 'CS 107']"
Theresa Corliss,theresacorliss@stanford.edu,2020,female,Asian,Electrical Engineering,"['EE 103', 'EE 109', 'EE 151', 'EE 314A', 'EE 336', 'EE 356A', 'EE 384A', 'EE 392K']"
Rebecca Munoz,rebeccamunoz@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Management Science and Engineering,"['MS&E 221', 'MS&E 250A', 'MS&E 250B', 'MS&E 251', 'MS&E 292', 'MS&E 391', 'MS&E 403', 'MS&E 454']"
Kevin Jandrey,kevinjandrey@stanford.edu,2021,male,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 361', 'CS 49N', 'CS 106B', 'CS 107']"
Iva Walz,ivawalz@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 107E', 'CS 109', 'CS 161', 'CS 183E', 'CS 106B', 'CS 107']"
April Conrad,aprilconrad@stanford.edu,2021,female,Other,Civil and Environmental Engineering,"['CEE 124', 'CEE 261A', 'CEE 270', 'CEE 276G', 'CEE 298', 'CEE 299L', 'CEE 323A', 'CEE 63']"
Karen Young,karenyoung@stanford.edu,2021,female,American Indian or Alaskan Native,Mechanical Engineering,"['ME 216M', 'ME 218D', 'ME 250', 'ME 261', 'ME 283', 'ME 333', 'ME 346B', 'ME 412']"
Richard Mccullough,richardmccullough@stanford.edu,2020,male,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 148', 'CS 161', 'CS 193S', 'CS 225B', 'CS 390B']"
Melvin Burgos,melvinburgos@stanford.edu,2021,male,Other,Civil and Environmental Engineering,"['CEE 175S', 'CEE 242T', 'CEE 262B', 'CEE 272R', 'CEE 299', 'CEE 32A', 'CEE 365C', 'CEE 381']"
Karen Reich,karenreich@stanford.edu,2021,female,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 194', 'CS 202', 'CS 225A', 'CS 581', 'CS 106B']"
Michelle Lawson,michellelawson@stanford.edu,2018,female,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 227B', 'CS 245', 'CS 390V', 'CS 106B']"
Christina Gates,christinagates@stanford.edu,2020,female,Black or African American,Mechanical Engineering,"['ME 220', 'ME 231', 'ME 316A', 'ME 320', 'ME 337', 'ME 362A', 'ME 484', 'ME 802']"
Mark Burns,markburns@stanford.edu,2020,male,White,Aeronautics and Astronautics,"['AA 116Q', 'AA 120Q', 'AA 199', 'AA 214A', 'AA 241B', 'AA 274', 'AA 283', 'AA 284A']"
Brad Weinberg,bradweinberg@stanford.edu,2020,male,Other,Materials Science and Engineering,"['MATSCI 142', 'MATSCI 152', 'MATSCI 199', 'MATSCI 201', 'MATSCI 209', 'MATSCI 343', 'MATSCI 347', 'MATSCI 84N']"
John Smedley,johnsmedley@stanford.edu,2019,male,Other,Materials Science and Engineering,"['MATSCI 161', 'MATSCI 195', 'MATSCI 199', 'MATSCI 205', 'MATSCI 241', 'MATSCI 311', 'MATSCI 312', 'MATSCI 380']"
Lucy Lerma,lucylerma@stanford.edu,2018,female,American Indian or Alaskan Native,Mechanical Engineering,"['ME 124', 'ME 171E', 'ME 20N', 'ME 242B', 'ME 29SI', 'ME 318', 'ME 376A', 'ME 387']"
Eddy Johnson,eddyjohnson@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Civil and Environmental Engineering,"['CEE 162I', 'CEE 166B', 'CEE 172', 'CEE 176B', 'CEE 262A', 'CEE 266B', 'CEE 275A', 'CEE 288']"
Ronald Seals,ronaldseals@stanford.edu,2020,male,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 190', 'CS 273B', 'CS 402', 'CS 106B', 'CS 107']"
Yesenia Teasley,yeseniateasley@stanford.edu,2020,female,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 202', 'CS 264', 'CS 106B', 'CS 107']"
Sylvia Oliver,sylviaoliver@stanford.edu,2018,female,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 161', 'CS 168', 'CS 329M', 'CS 344', 'CS 56N', 'CS 106B']"
Fredrick Scholes,fredrickscholes@stanford.edu,2020,male,White,Mechanical Engineering,"['ME 123', 'ME 141', 'ME 243', 'ME 352B', 'ME 392', 'ME 450', 'ME 469B', 'ME 491']"
April Delfuente,aprildelfuente@stanford.edu,2019,female,White,Aeronautics and Astronautics,"['AA 100', 'AA 141', 'AA 201B', 'AA 214A', 'AA 228', 'AA 240A', 'AA 272D', 'AA 290']"
Geraldine Delrio,geraldinedelrio@stanford.edu,2019,female,Other,Civil and Environmental Engineering,"['CEE 101S', 'CEE 131A', 'CEE 162D', 'CEE 195', 'CEE 202', 'CEE 300', 'CEE 31', 'CEE 328A']"
Barbara Carchi,barbaracarchi@stanford.edu,2018,female,American Indian or Alaskan Native,Bioengineering,"['BIOE 211', 'BIOE 225', 'BIOE 311', 'BIOE 337', 'BIOE 374A', 'BIOE 450', 'BIOE 454', 'BIOE 459']"
Wanda Holmes,wandaholmes@stanford.edu,2021,female,White,Management Science and Engineering,"['MS&E 111', 'MS&E 147', 'MS&E 223', 'MS&E 278', 'MS&E 292', 'MS&E 338', 'MS&E 374', 'MS&E 92Q']"
Frank Ealy,frankealy@stanford.edu,2021,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 241', 'CS 348A', 'CS 106B', 'CS 107']"
Barbara Ruddock,barbararuddock@stanford.edu,2021,female,Asian,Bioengineering,"['BIOE 123', 'BIOE 140', 'BIOE 213', 'BIOE 261', 'BIOE 326B', 'BIOE 331', 'BIOE 391', 'BIOE 459']"
Fiona Krauss,fionakrauss@stanford.edu,2021,female,White,Bioengineering,"['BIOE 215', 'BIOE 220', 'BIOE 231', 'BIOE 238', 'BIOE 282', 'BIOE 301D', 'BIOE 44', 'BIOE 80']"
Gilberto Trinidad,gilbertotrinidad@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Management Science and Engineering,"['MS&E 145', 'MS&E 250A', 'MS&E 263', 'MS&E 333', 'MS&E 381', 'MS&E 384', 'MS&E 442', 'MS&E 489']"
Louis Bolender,louisbolender@stanford.edu,2021,male,Asian,Bioengineering,"['BIOE 122', 'BIOE 222', 'BIOE 273', 'BIOE 326A', 'BIOE 36Q', 'BIOE 374B', 'BIOE 377', 'BIOE 393']"
Doreen Potts,doreenpotts@stanford.edu,2019,female,Other,Civil and Environmental Engineering,"['CEE 166A', 'CEE 195', 'CEE 199S', 'CEE 220A', 'CEE 252Q', 'CEE 275A', 'CEE 322', 'CEE 374T']"
Wendy Brenner,wendybrenner@stanford.edu,2019,female,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 316', 'CS 325B', 'CS 106B', 'CS 107']"
Elaine Jeske,elainejeske@stanford.edu,2021,female,American Indian or Alaskan Native,Electrical Engineering,"['EE 133', 'EE 26N', 'EE 316', 'EE 340', 'EE 349', 'EE 379', 'EE 384B', 'EE 384S']"
Trent Rodriquez,trentrodriquez@stanford.edu,2018,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 149', 'CS 161', 'CS 264', 'CS 476A', 'CS 106B']"
Matthew Gullatte,matthewgullatte@stanford.edu,2020,male,White,Materials Science and Engineering,"['MATSCI 145', 'MATSCI 150', 'MATSCI 194', 'MATSCI 204', 'MATSCI 311', 'MATSCI 321', 'MATSCI 381', 'MATSCI 400']"
Anthony Wade,anthonywade@stanford.edu,2020,male,Black or African American,Civil and Environmental Engineering,"['CEE 10A', 'CEE 131B', 'CEE 133F', 'CEE 141B', 'CEE 207A', 'CEE 246E', 'CEE 266C', 'CEE 32S']"
Virginia Shumake,virginiashumake@stanford.edu,2020,female,White,Bioengineering,"['BIOE 115', 'BIOE 210', 'BIOE 231', 'BIOE 326B', 'BIOE 375A', 'BIOE 392', 'BIOE 459', 'BIOE 485']"
Carl Vandeventer,carlvandeventer@stanford.edu,2018,male,American Indian or Alaskan Native,Mechanical Engineering,"['ME 12SC', 'ME 219', 'ME 257', 'ME 322', 'ME 346C', 'ME 390A', 'ME 455', 'ME 492']"
Donald Boothe,donaldboothe@stanford.edu,2020,male,White,Management Science and Engineering,"['MS&E 120', 'MS&E 193', 'MS&E 213', 'MS&E 250A', 'MS&E 319', 'MS&E 322', 'MS&E 454', 'MS&E 475A']"
Ursula Wyant,ursulawyant@stanford.edu,2021,female,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 369H', 'CS 45N', 'CS 83', 'CS 106B', 'CS 107']"
Hector Card,hectorcard@stanford.edu,2019,male,American Indian or Alaskan Native,Chemical Engineering,"['CHEMENG 10', 'CHEMENG 110', 'CHEMENG 140', 'CHEMENG 180', 'CHEMENG 242', 'CHEMENG 296', 'CHEMENG 310', 'CHEMENG 90Q']"
Michael Ress,michaelress@stanford.edu,2021,male,Black or African American,Materials Science and Engineering,"['MATSCI 144', 'MATSCI 160', 'MATSCI 190', 'MATSCI 200', 'MATSCI 312', 'MATSCI 331', 'MATSCI 382', 'MATSCI 81N']"
Elizabeth Scott,elizabethscott@stanford.edu,2020,female,American Indian or Alaskan Native,Civil and Environmental Engineering,"['CEE 244', 'CEE 265C', 'CEE 269A', 'CEE 269C', 'CEE 275Q', 'CEE 287', 'CEE 7', 'CEE 73']"
Ruben Mitchell,rubenmitchell@stanford.edu,2019,male,Other,Management Science and Engineering,"['MS&E 111X', 'MS&E 149', 'MS&E 245A', 'MS&E 312', 'MS&E 326', 'MS&E 332', 'MS&E 802', 'MS&E 92Q']"
Mike Strauss,mikestrauss@stanford.edu,2018,male,Native Hawaiian or Pacific Islander,Materials Science and Engineering,"['MATSCI 160', 'MATSCI 197', 'MATSCI 202', 'MATSCI 205', 'MATSCI 210', 'MATSCI 303', 'MATSCI 331', 'MATSCI 382']"
Jeanne Quintana,jeannequintana@stanford.edu,2021,female,American Indian or Alaskan Native,Materials Science and Engineering,"['MATSCI 144', 'MATSCI 145', 'MATSCI 164', 'MATSCI 172', 'MATSCI 201', 'MATSCI 301', 'MATSCI 320', 'MATSCI 346']"
